Name,Team,Position,Date,Notes
T.J. Warren,Indiana Pacers,SF,17/12/2016,activated from IL
T.J. Warren,Indiana Pacers,SF,23/03/2017,left foot injury (DTD)
T.J. Warren,Indiana Pacers,SF,26/03/2017,returned to lineup
T.J. Warren,Indiana Pacers,SF,02/04/2017,placed on IL with illness
T.J. Warren,Indiana Pacers,SF,05/04/2017,activated from IL
T.J. Warren,Indiana Pacers,SF,05/01/2018,placed on IL with illness
T.J. Warren,Indiana Pacers,SF,07/01/2018,activated from IL
T.J. Warren,Indiana Pacers,SF,14/01/2018,placed on IL with sore lower back
T.J. Warren,Indiana Pacers,SF,19/01/2018,activated from IL
T.J. Warren,Indiana Pacers,SF,28/02/2018,placed on IL with tailbone injury / concussion
T.J. Warren,Indiana Pacers,SF,02/03/2018,activated from IL
T.J. Warren,Indiana Pacers,SF,08/03/2018,placed on IL with back spasms
T.J. Warren,Indiana Pacers,SF,13/03/2018,activated from IL
T.J. Warren,Indiana Pacers,SF,20/03/2018,placed on IL with inflammation in left knee (out for season)
T.J. Warren,Indiana Pacers,SF,04/11/2018,placed on IL with lower back spasms
T.J. Warren,Indiana Pacers,SF,06/11/2018,activated from IL
T.J. Warren,Indiana Pacers,SF,30/11/2018,placed on IL with sore right ankle
T.J. Warren,Indiana Pacers,SF,10/12/2018,activated from IL
T.J. Warren,Indiana Pacers,SF,23/01/2019,placed on IL with sore right ankle (out for season)
T.J. Warren,Indiana Pacers,SF,02/02/2020,concussion (DTD)
T.J. Warren,Indiana Pacers,SF,03/02/2020,placed on IL with concussion
T.J. Warren,Indiana Pacers,SF,08/02/2020,activated from IL
T.J. Warren,Indiana Pacers,SF,06/03/2020,placed on IL with left leg injury
T.J. Warren,Indiana Pacers,SF,08/03/2020,activated from IL
T.J. Warren,Indiana Pacers,SF,11/08/2020,placed on IL with sore right foot
T.J. Warren,Indiana Pacers,SF,18/08/2020,activated from IL
Grayson Allen,Milwaukee Bucks,SG,24/12/2018,sprained right ankle (DTD)
Grayson Allen,Milwaukee Bucks,SG,12/01/2019,returned to lineup
Grayson Allen,Milwaukee Bucks,SG,03/11/2019,sore left ankle (DTD)
Grayson Allen,Milwaukee Bucks,SG,04/11/2019,placed on IL with sore left ankle
Grayson Allen,Milwaukee Bucks,SG,23/11/2019,activated from IL
Grayson Allen,Milwaukee Bucks,SG,10/12/2019,sore right ankle (DTD)
Grayson Allen,Milwaukee Bucks,SG,11/12/2019,placed on IL with sore right ankle
Grayson Allen,Milwaukee Bucks,SG,20/12/2019,activated from IL
Grayson Allen,Milwaukee Bucks,SG,25/01/2020,left hip injury (out indefinitely)
Grayson Allen,Milwaukee Bucks,SG,28/01/2020,placed on IL with left hip injury
Grayson Allen,Milwaukee Bucks,SG,31/07/2020,activated from IL
Giannis Antetokounmpo,Milwaukee Bucks,PF,08/04/2015,undisclosed (DTD)
Giannis Antetokounmpo,Milwaukee Bucks,PF,10/04/2015,returned to lineup
Giannis Antetokounmpo,Milwaukee Bucks,PF,20/12/2015,sore knee (DTD)
Giannis Antetokounmpo,Milwaukee Bucks,PF,23/12/2015,returned to lineup
Giannis Antetokounmpo,Milwaukee Bucks,PF,08/01/2017,illness (DTD)
Giannis Antetokounmpo,Milwaukee Bucks,PF,10/01/2017,returned to lineup
Giannis Antetokounmpo,Milwaukee Bucks,PF,12/04/2017,rest (DTD)
Giannis Antetokounmpo,Milwaukee Bucks,PF,15/04/2017,returned to lineup
Giannis Antetokounmpo,Milwaukee Bucks,PF,22/11/2017,sore right knee (DTD)
Giannis Antetokounmpo,Milwaukee Bucks,PF,25/11/2017,returned to lineup
Giannis Antetokounmpo,Milwaukee Bucks,PF,23/12/2017,placed on IL with sore right knee
Giannis Antetokounmpo,Milwaukee Bucks,PF,26/12/2017,activated from IL
Giannis Antetokounmpo,Milwaukee Bucks,PF,19/01/2018,sore right knee (DTD)
Giannis Antetokounmpo,Milwaukee Bucks,PF,20/01/2018,placed on IL with sore right knee
Giannis Antetokounmpo,Milwaukee Bucks,PF,26/01/2018,activated from IL
Giannis Antetokounmpo,Milwaukee Bucks,PF,23/03/2018,placed on IL with sprained right ankle
Giannis Antetokounmpo,Milwaukee Bucks,PF,25/03/2018,activated from IL
Giannis Antetokounmpo,Milwaukee Bucks,PF,07/04/2018,placed on IL with sore right ankle
Giannis Antetokounmpo,Milwaukee Bucks,PF,11/04/2018,activated from IL
Giannis Antetokounmpo,Milwaukee Bucks,PF,29/10/2018,placed on IL with concussion
Giannis Antetokounmpo,Milwaukee Bucks,PF,01/11/2018,activated from IL
Giannis Antetokounmpo,Milwaukee Bucks,PF,10/12/2018,sore neck (DTD)
Giannis Antetokounmpo,Milwaukee Bucks,PF,12/12/2018,returned to lineup
Giannis Antetokounmpo,Milwaukee Bucks,PF,11/01/2019,placed on IL with bruised left hip
Giannis Antetokounmpo,Milwaukee Bucks,PF,13/01/2019,activated from IL
Giannis Antetokounmpo,Milwaukee Bucks,PF,09/02/2019,placed on IL with sore right knee
Giannis Antetokounmpo,Milwaukee Bucks,PF,11/02/2019,activated from IL
Giannis Antetokounmpo,Milwaukee Bucks,PF,25/02/2019,placed on IL with sore right knee
Giannis Antetokounmpo,Milwaukee Bucks,PF,27/02/2019,activated from IL
Giannis Antetokounmpo,Milwaukee Bucks,PF,19/03/2019,sprained right ankle (DTD)
Giannis Antetokounmpo,Milwaukee Bucks,PF,22/03/2019,returned to lineup
Giannis Antetokounmpo,Milwaukee Bucks,PF,31/03/2019,sprained right ankle (DTD)
Giannis Antetokounmpo,Milwaukee Bucks,PF,01/04/2019,returned to lineup
Giannis Antetokounmpo,Milwaukee Bucks,PF,06/04/2019,left calf injury (DTD)
Giannis Antetokounmpo,Milwaukee Bucks,PF,07/04/2019,returned to lineup
Giannis Antetokounmpo,Milwaukee Bucks,PF,11/12/2019,placed on IL with right quadricep injury
Giannis Antetokounmpo,Milwaukee Bucks,PF,13/12/2019,activated from IL
Giannis Antetokounmpo,Milwaukee Bucks,PF,27/12/2019,placed on IL with sore back
Giannis Antetokounmpo,Milwaukee Bucks,PF,30/12/2019,activated from IL
Giannis Antetokounmpo,Milwaukee Bucks,PF,28/01/2020,placed on IL with sore right shoulder
Giannis Antetokounmpo,Milwaukee Bucks,PF,31/01/2020,activated from IL
Giannis Antetokounmpo,Milwaukee Bucks,PF,08/03/2020,placed on IL with sprained left knee
Giannis Antetokounmpo,Milwaukee Bucks,PF,31/07/2020,activated from IL
Giannis Antetokounmpo,Milwaukee Bucks,PF,10/08/2020,placed on IL with toothache
Giannis Antetokounmpo,Milwaukee Bucks,PF,11/08/2020,activated from IL
Giannis Antetokounmpo,Milwaukee Bucks,PF,05/09/2020,sprained right ankle (DTD)
Giannis Antetokounmpo,Milwaukee Bucks,PF,08/09/2020,returned to lineup
Giannis Antetokounmpo,Milwaukee Bucks,PF,08/09/2020,sprained right ankle (DTD)
Thanasis Antetokounmpo,Milwaukee Bucks,SF,04/02/2016,placed on IL
Thanasis Antetokounmpo,Milwaukee Bucks,SF,05/02/2016,activated from IL
Thanasis Antetokounmpo,Milwaukee Bucks,SF,27/11/2019,placed on IL with illness
Thanasis Antetokounmpo,Milwaukee Bucks,SF,02/12/2019,activated from IL
Pat Connaughton,Milwaukee Bucks,SG,28/01/2016,bone bruise in left ankle (DTD)
Pat Connaughton,Milwaukee Bucks,SG,02/02/2016,returned to lineup
Pat Connaughton,Milwaukee Bucks,SG,10/12/2018,left knee injury (DTD)
Pat Connaughton,Milwaukee Bucks,SG,12/12/2018,returned to lineup
Pat Connaughton,Milwaukee Bucks,SG,05/01/2020,bruised right thigh (DTD)
Pat Connaughton,Milwaukee Bucks,SG,06/01/2020,placed on IL with bruised right thigh
Pat Connaughton,Milwaukee Bucks,SG,08/01/2020,activated from IL
Pat Connaughton,Milwaukee Bucks,SG,30/07/2020,placed on IL with conditioning
Pat Connaughton,Milwaukee Bucks,SG,03/08/2020,activated from IL
Donte DiVincenzo,Milwaukee Bucks,SG,15/11/2018,strained left quadriceps (DTD)
Donte DiVincenzo,Milwaukee Bucks,SG,16/11/2018,placed on IL with strained left quadriceps
Donte DiVincenzo,Milwaukee Bucks,SG,26/11/2018,activated from IL
Donte DiVincenzo,Milwaukee Bucks,SG,25/12/2018,activated from IL
Donte DiVincenzo,Milwaukee Bucks,SG,04/01/2019,placed on IL with sore right ankle/heel
Donte DiVincenzo,Milwaukee Bucks,SG,19/01/2019,activated from IL
Donte DiVincenzo,Milwaukee Bucks,SG,24/01/2019,right heel injury (DTD)
Donte DiVincenzo,Milwaukee Bucks,SG,25/01/2019,placed on IL with right heel injury
Donte DiVincenzo,Milwaukee Bucks,SG,07/03/2019,activated from IL
Donte DiVincenzo,Milwaukee Bucks,SG,15/03/2019,heel injury (out for season)
Donte DiVincenzo,Milwaukee Bucks,SG,28/03/2019,placed on IL with heel injury (out for season)
Donte DiVincenzo,Milwaukee Bucks,SG,31/01/2020,placed on IL with sprained left ankle
Donte DiVincenzo,Milwaukee Bucks,SG,01/02/2020,activated from IL
Donte DiVincenzo,Milwaukee Bucks,SG,11/08/2020,placed on IL with right elbow injury
Donte DiVincenzo,Milwaukee Bucks,SG,12/08/2020,activated from IL
George Hill,Milwaukee Bucks,G,03/11/2010,placed on IL with neck injury
George Hill,Milwaukee Bucks,G,06/11/2010,activated from IL
George Hill,Milwaukee Bucks,G,18/12/2010,sprained right big toe (DNP)
George Hill,Milwaukee Bucks,G,20/12/2010,sprained right big toe (DNP)
George Hill,Milwaukee Bucks,G,22/12/2010,sprained right big toe (DNP)
George Hill,Milwaukee Bucks,G,23/12/2010,sprained right big toe (DNP)
George Hill,Milwaukee Bucks,G,21/01/2011,sprained right thumb (DNP)
George Hill,Milwaukee Bucks,G,22/01/2011,sprained right thumb (DNP)
George Hill,Milwaukee Bucks,G,09/01/2012,sore back (DNP)
George Hill,Milwaukee Bucks,G,01/02/2012,sprained left ankle (DNP)
George Hill,Milwaukee Bucks,G,03/02/2012,sprained left ankle (DNP)
George Hill,Milwaukee Bucks,G,04/02/2012,sprained left ankle (DNP)
George Hill,Milwaukee Bucks,G,07/02/2012,sprained left ankle (DNP)
George Hill,Milwaukee Bucks,G,08/02/2012,chip fracture in left ankle (DNP)
George Hill,Milwaukee Bucks,G,11/02/2012,chip fracture in left ankle / sprained left ankle (DNP) (Fox P)
George Hill,Milwaukee Bucks,G,14/02/2012,sprained left ankle (DNP)
George Hill,Milwaukee Bucks,G,15/02/2012,sprained left ankle (DNP)
George Hill,Milwaukee Bucks,G,16/02/2012,sprained left ankle (DNP)
George Hill,Milwaukee Bucks,G,19/02/2012,sprained left ankle (DNP)
George Hill,Milwaukee Bucks,G,21/02/2012,sprained left ankle (DNP)
George Hill,Milwaukee Bucks,G,10/03/2012,sprained left shoulder (DNP)
George Hill,Milwaukee Bucks,G,11/03/2012,sprained left shoulder (DNP)
George Hill,Milwaukee Bucks,G,23/04/2012,sore left shoulder (DNP)
George Hill,Milwaukee Bucks,G,31/12/2012,strained right groin (DNP)
George Hill,Milwaukee Bucks,G,25/03/2013,strained left groin (DNP)
George Hill,Milwaukee Bucks,G,17/04/2013,placed on IL
George Hill,Milwaukee Bucks,G,16/05/2013,placed on IL with concussion
George Hill,Milwaukee Bucks,G,18/05/2013,activated from IL
George Hill,Milwaukee Bucks,G,01/11/2013,sore left hip (DNP)
George Hill,Milwaukee Bucks,G,05/11/2013,sore left hip (DNP)
George Hill,Milwaukee Bucks,G,06/11/2013,sore left hip (DNP)
George Hill,Milwaukee Bucks,G,01/03/2014,bruised left shoulder (DNP)
George Hill,Milwaukee Bucks,G,02/03/2014,bruised left shoulder (DNP)
George Hill,Milwaukee Bucks,G,09/04/2014,rest (DNP)
George Hill,Milwaukee Bucks,G,29/10/2014,placed on IL with bruised left knee
George Hill,Milwaukee Bucks,G,23/12/2014,activated from IL
George Hill,Milwaukee Bucks,G,02/01/2015,sore/strained left groin (DTD)
George Hill,Milwaukee Bucks,G,10/01/2015,placed on IL with sore/strained left groin
George Hill,Milwaukee Bucks,G,23/01/2015,activated from IL
George Hill,Milwaukee Bucks,G,16/11/2015,upper respiratory infection (DTD)
George Hill,Milwaukee Bucks,G,24/11/2015,returned to lineup
George Hill,Milwaukee Bucks,G,04/01/2016,food poisoning (DTD)
George Hill,Milwaukee Bucks,G,06/01/2016,returned to lineup
George Hill,Milwaukee Bucks,G,13/04/2016,rest (DTD)
George Hill,Milwaukee Bucks,G,16/04/2016,returned to lineup
George Hill,Milwaukee Bucks,G,07/11/2016,sprained right thumb (DTD)
George Hill,Milwaukee Bucks,G,23/11/2016,returned to lineup
George Hill,Milwaukee Bucks,G,01/12/2016,sprained left big toe (DTD)
George Hill,Milwaukee Bucks,G,14/12/2016,placed on IL with sprained left big toe
George Hill,Milwaukee Bucks,G,29/12/2016,activated from IL
George Hill,Milwaukee Bucks,G,01/01/2017,placed on IL
George Hill,Milwaukee Bucks,G,05/01/2017,placed on IL with concussion
George Hill,Milwaukee Bucks,G,07/01/2017,activated from IL
George Hill,Milwaukee Bucks,G,09/02/2017,sore left big toe (DTD)
George Hill,Milwaukee Bucks,G,11/02/2017,returned to lineup
George Hill,Milwaukee Bucks,G,06/03/2017,sore toe (DTD)
George Hill,Milwaukee Bucks,G,06/03/2017,placed on IL
George Hill,Milwaukee Bucks,G,08/03/2017,activated from IL
George Hill,Milwaukee Bucks,G,08/03/2017,sore left big toe (DTD)
George Hill,Milwaukee Bucks,G,11/03/2017,returned to lineup
George Hill,Milwaukee Bucks,G,29/03/2017,placed on IL with strained groin
George Hill,Milwaukee Bucks,G,10/04/2017,activated from IL
George Hill,Milwaukee Bucks,G,04/05/2017,placed on IL with sore left big toe (out for season)
George Hill,Milwaukee Bucks,G,29/10/2017,placed on IL for rest
George Hill,Milwaukee Bucks,G,31/10/2017,activated from IL
George Hill,Milwaukee Bucks,G,19/12/2017,placed on IL with illness
George Hill,Milwaukee Bucks,G,20/12/2017,activated from IL
George Hill,Milwaukee Bucks,G,01/04/2018,placed on IL with sprained left ankle
George Hill,Milwaukee Bucks,G,09/04/2018,activated from IL
George Hill,Milwaukee Bucks,G,22/04/2018,placed on IL with back spasms
George Hill,Milwaukee Bucks,G,29/04/2018,activated from IL
George Hill,Milwaukee Bucks,G,07/11/2018,placed on IL with sprained right shoulder
George Hill,Milwaukee Bucks,G,24/11/2018,activated from IL
George Hill,Milwaukee Bucks,G,01/12/2018,returned to lineup
George Hill,Milwaukee Bucks,G,07/12/2018,placed on IL with returned to lineup
George Hill,Milwaukee Bucks,G,10/12/2018,activated from IL
George Hill,Milwaukee Bucks,G,24/02/2019,strained left groin (DTD)
George Hill,Milwaukee Bucks,G,25/02/2019,placed on IL with strained left groin
George Hill,Milwaukee Bucks,G,09/03/2019,activated from IL
George Hill,Milwaukee Bucks,G,15/03/2019,returned to lineup
George Hill,Milwaukee Bucks,G,20/03/2019,left groin injury (DTD)
George Hill,Milwaukee Bucks,G,22/03/2019,returned to lineup
George Hill,Milwaukee Bucks,G,25/11/2019,placed on IL with sore back
George Hill,Milwaukee Bucks,G,29/11/2019,activated from IL
George Hill,Milwaukee Bucks,G,07/01/2020,illness (DTD)
George Hill,Milwaukee Bucks,G,08/01/2020,placed on IL with illness
George Hill,Milwaukee Bucks,G,09/01/2020,activated from IL
George Hill,Milwaukee Bucks,G,30/01/2020,strained left hamstring (DTD)
George Hill,Milwaukee Bucks,G,31/01/2020,placed on IL with strained left hamstring
George Hill,Milwaukee Bucks,G,20/02/2020,activated from IL
George Hill,Milwaukee Bucks,G,04/03/2020,placed on IL with groin injury
George Hill,Milwaukee Bucks,G,08/03/2020,activated from IL
George Hill,Milwaukee Bucks,G,09/03/2020,placed on IL with right adductor injury
George Hill,Milwaukee Bucks,G,11/03/2020,activated from IL
Jrue Holiday,Milwaukee Bucks,PG,26/04/2012,rest (DNP)
Jrue Holiday,Milwaukee Bucks,PG,14/12/2012,sprained left foot (DTD)
Jrue Holiday,Milwaukee Bucks,PG,16/12/2012,sprained left foot (DNP)
Jrue Holiday,Milwaukee Bucks,PG,18/12/2012,sprained left foot (DNP)
Jrue Holiday,Milwaukee Bucks,PG,19/12/2012,sprained left foot (DNP)
Jrue Holiday,Milwaukee Bucks,PG,10/01/2014,stress fracture in right ankle/tibia (DNP)
Jrue Holiday,Milwaukee Bucks,PG,11/01/2014,stress fracture in right ankle/tibia (DNP)
Jrue Holiday,Milwaukee Bucks,PG,13/01/2014,stress fracture in right ankle/tibia (DNP)
Jrue Holiday,Milwaukee Bucks,PG,15/01/2014,stress fracture in right ankle/tibia (DNP)
Jrue Holiday,Milwaukee Bucks,PG,18/01/2014,stress fracture in right ankle/tibia (DNP)
Jrue Holiday,Milwaukee Bucks,PG,20/01/2014,stress fracture in right ankle/tibia (DNP)
Jrue Holiday,Milwaukee Bucks,PG,21/01/2014,stress fracture in right ankle/tibia (DNP)
Jrue Holiday,Milwaukee Bucks,PG,24/01/2014,stress fracture in right ankle/tibia (DNP)
Jrue Holiday,Milwaukee Bucks,PG,26/01/2014,stress fracture in right ankle/tibia (DNP)
Jrue Holiday,Milwaukee Bucks,PG,28/01/2014,stress fracture in right ankle/tibia (DNP)
Jrue Holiday,Milwaukee Bucks,PG,29/01/2014,stress fracture in right ankle/tibia (DNP)
Jrue Holiday,Milwaukee Bucks,PG,01/02/2014,stress fracture in right ankle/tibia (DNP)
Jrue Holiday,Milwaukee Bucks,PG,03/02/2014,stress fracture in right ankle/tibia (DNP)
Jrue Holiday,Milwaukee Bucks,PG,05/02/2014,placed on IL with stress fracture in right ankle/tibia (out for season)
Jrue Holiday,Milwaukee Bucks,PG,28/02/2014,surgery on right tibia to repair stress fracture (out for season)
Jrue Holiday,Milwaukee Bucks,PG,14/01/2015,placed on IL with stress reaction in right ankle
Jrue Holiday,Milwaukee Bucks,PG,10/04/2015,activated from IL
Jrue Holiday,Milwaukee Bucks,PG,13/04/2015,unspecified (DTD)
Jrue Holiday,Milwaukee Bucks,PG,15/04/2015,returned to lineup
Jrue Holiday,Milwaukee Bucks,PG,20/04/2015,stress reaction in lower right leg (DTD)
Jrue Holiday,Milwaukee Bucks,PG,23/04/2015,returned to lineup
Jrue Holiday,Milwaukee Bucks,PG,06/05/2015,surgery on lower right leg to remove screw (DTD)
Jrue Holiday,Milwaukee Bucks,PG,27/10/2015,recovering from surgery on lower right leg to remove screw / rest (DTD)
Jrue Holiday,Milwaukee Bucks,PG,28/10/2015,returned to lineup
Jrue Holiday,Milwaukee Bucks,PG,07/11/2015,lower right leg injury (DTD)
Jrue Holiday,Milwaukee Bucks,PG,10/11/2015,returned to lineup
Jrue Holiday,Milwaukee Bucks,PG,11/11/2015,lower right leg injury (DTD)
Jrue Holiday,Milwaukee Bucks,PG,13/11/2015,returned to lineup
Jrue Holiday,Milwaukee Bucks,PG,18/11/2015,DNP
Jrue Holiday,Milwaukee Bucks,PG,02/12/2015,DNP
Jrue Holiday,Milwaukee Bucks,PG,12/12/2015,leg injury (DTD)
Jrue Holiday,Milwaukee Bucks,PG,14/12/2015,returned to lineup
Jrue Holiday,Milwaukee Bucks,PG,24/03/2016,left toe injury (DTD)
Jrue Holiday,Milwaukee Bucks,PG,28/03/2016,returned to lineup
Jrue Holiday,Milwaukee Bucks,PG,29/03/2016,fractured right interior orbital wall (out for season)
Jrue Holiday,Milwaukee Bucks,PG,11/04/2016,surgery to repair fractured right interior orbital wall (out indefinitely)
Jrue Holiday,Milwaukee Bucks,PG,11/04/2016,recovering from surgery to repair fractured right interior orbital wall (out for season)
Jrue Holiday,Milwaukee Bucks,PG,05/12/2016,turf toe (DTD)
Jrue Holiday,Milwaukee Bucks,PG,11/12/2016,returned to lineup
Jrue Holiday,Milwaukee Bucks,PG,20/03/2018,illness (DTD)
Jrue Holiday,Milwaukee Bucks,PG,21/03/2018,returned to lineup
Jrue Holiday,Milwaukee Bucks,PG,07/03/2019,strained lower abdominal (out for season)
Jrue Holiday,Milwaukee Bucks,PG,08/03/2019,placed on IL with strained lower abdominal (out for season)
Jrue Holiday,Milwaukee Bucks,PG,26/10/2019,placed on IL with sprained left knee
Jrue Holiday,Milwaukee Bucks,PG,31/10/2019,activated from IL
Jrue Holiday,Milwaukee Bucks,PG,06/01/2020,left elbow injury (DTD)
Jrue Holiday,Milwaukee Bucks,PG,13/01/2020,placed on IL with left elbow injury
Jrue Holiday,Milwaukee Bucks,PG,20/01/2020,activated from IL
Jrue Holiday,Milwaukee Bucks,PG,10/08/2020,placed on IL with right elbow injury (out for season)
Rodney Hood,Milwaukee Bucks,SG,09/11/2014,placed on IL with foot injury
Rodney Hood,Milwaukee Bucks,SG,29/11/2014,activated from IL
Rodney Hood,Milwaukee Bucks,SG,02/01/2015,left heel injury (out indefinitely)
Rodney Hood,Milwaukee Bucks,SG,07/01/2015,placed on IL
Rodney Hood,Milwaukee Bucks,SG,16/01/2015,activated from IL
Rodney Hood,Milwaukee Bucks,SG,21/01/2015,placed on IL with foot injury / bruised left knee (P)
Rodney Hood,Milwaukee Bucks,SG,20/02/2015,activated from IL
Rodney Hood,Milwaukee Bucks,SG,25/03/2015,placed on IL with illness
Rodney Hood,Milwaukee Bucks,SG,28/03/2015,activated from IL
Rodney Hood,Milwaukee Bucks,SG,01/04/2015,concussion (DTD)
Rodney Hood,Milwaukee Bucks,SG,04/04/2015,returned to lineup
Rodney Hood,Milwaukee Bucks,SG,13/11/2015,placed on IL with sore right foot
Rodney Hood,Milwaukee Bucks,SG,15/11/2015,activated from IL
Rodney Hood,Milwaukee Bucks,SG,07/01/2016,right ankle injury (DTD)
Rodney Hood,Milwaukee Bucks,SG,10/01/2016,returned to lineup
Rodney Hood,Milwaukee Bucks,SG,09/03/2016,sore lower back (DTD)
Rodney Hood,Milwaukee Bucks,SG,11/03/2016,returned to lineup
Rodney Hood,Milwaukee Bucks,SG,14/11/2016,placed on IL with illness
Rodney Hood,Milwaukee Bucks,SG,17/11/2016,activated from IL
Rodney Hood,Milwaukee Bucks,SG,01/12/2016,strained right hamstring (DTD)
